FishID,date,MILE
71NOR_SF_M_SF,2020-10-12,49.6
75NOR_NF/MF_M_NF,2020-10-12,41.4
78NOR_NF/MF_M_SF,2020-10-12,39.8
82NOR_NF/MF_M_NF,2020-10-12,35
83HOR_SF_F_SF,2020-10-12,49.9
84HOR_SF_M_NF,2020-10-12,35.1
86HOR_NF/MF_F_SF,2020-10-12,46.1
88HOR_SF_F_Mainstem,2020-10-12,10.8
89NOR_SF_F_NF,2020-10-12,44.5
90HOR_NF/MF_F_SF,2020-10-12,42.8
93HOR_SF_M_NF,2020-10-12,46
94NOR_NF/MF_M_SF,2020-10-12,39.4
97HOR_SF_F_SF,2020-10-12,39.5
98HOR_NF/MF_M_SF,2020-10-12,35.6
